Date/Time;Active_Power;Wind_Speed;Theoretical_Power ;Wind Direction;Error;Service;FaultMsg;Status Text;Power_Difference
2018-05-01 15:10:00;186.68;8.62;278.0;246.0;0.0;False;False;Turbine in operation during maintenance;91.32
2018-05-01 15:20:00;186.56;0.09;271.0;249.0;0.0;False;False;Maintenance;84.44
2018-05-01 15:30:00;186.24;1.01;265.0;245.0;1.0;False;False;Remote control PC : switched off;78.76
2018-05-01 15:40:00;188.41;1.03;253.0;24.0;0.0;False;False;Remote control PC : switched on;64.59
2018-05-01 15:50:00;185.58;1.08;253.0;233.0;0.0;False;False;Maintenance;67.42
2018-05-01 16:00:00;195.81;0.11;221.0;230.0;0.0;False;False;Turbine in operation during maintenance;25.19
2018-05-01 16:10:00;222.82;1.03;194.0;23.0;2.0;False;False;Turbine in operation;-28.82
2018-05-01 16:20:00;234.0;1.05;200.0;235.0;0.0;False;False;Turbine in operation during maintenance;-34.0
2018-05-01 16:30:00;278.83;1.14;195.0;233.0;0.0;False;False;Turbine in operation;-83.83
2018-05-01 16:40:00;269.29;1.16;191.0;240.0;0.0;False;False;Turbine in operation during maintenance;-78.29
2018-05-01 16:50:00;253.54;0.11;190.0;24.0;0.0;False;False;Turbine in operation;-63.54
2018-05-01 17:00:00;258.0;1.13;23.0;24.0;0.0;False;False;Turbine in operation;-235.0
2018-05-01 17:10:00;296.02;1.18;282.0;225.0;0.0;False;False;Insulation monitoring : Insulation fault Phase U2;-14.02
2018-05-01 17:20:00;306.3;1.14;297.0;260.0;0.0;False;False;Maintenance;-9.3
2018-05-01 17:30:00;302.44;1.16;318.0;27.0;0.0;False;False;Maintenance;15.56
2018-05-01 17:40:00;318.8;1.14;31.0;273.0;0.0;False;False;Maintenance;-287.8
2018-05-01 17:50:00;338.72;1.13;294.0;271.0;0.0;False;False;Remote control PC : switched off;-44.72
2018-05-01 18:00:00;320.9;1.11;305.0;266.0;0.0;False;False;Remote control PC : switched on;-15.9
2018-05-01 18:10:00;32.73;1.21;339.0;26.0;12.0;True;Required;Turbine not in operation;306.27
2018-05-01 18:20:00;320.97;1.29;344.0;266.0;0.0;False;False;Generator heating : Hygrostat inverter;23.03
2018-05-01 18:30:00;313.45;1.33;336.0;258.0;0.0;False;False;Calibration of  load control;22.55
2018-05-01 18:40:00;297.78;1.31;338.0;253.0;0.0;False;False;Turbine starting;40.22
2018-05-01 18:50:00;343.18;1.32;349.0;26.0;0.0;False;False;Generator heating : Hygrostat inverter;5.82
2018-05-01 19:00:00;36.04;1.32;339.0;252.0;0.0;False;False;Maintenance;302.96
2018-05-01 19:10:00;360.13;1.3;345.0;266.0;0.0;False;False;Turbine in operation during maintenance;-15.13
2018-05-01 19:20:00;360.44;0.13;341.0;27.0;0.0;False;False;Maintenance;-19.44
2018-05-01 19:30:00;360.44;1.29;336.0;267.0;0.0;False;False;Turbine in operation during maintenance;-24.44
2018-05-01 19:40:00;323.0;1.28;329.0;27.0;0.0;False;False;Turbine in operation;6.0
2018-05-01 19:50:00;355.47;1.29;354.0;270.0;0.0;False;False;Turbine in operation during maintenance;-1.47
2018-05-01 20:00:00;347.94;1.27;360.0;267.0;13.0;True;Required;Turbine not in operation;12.06
2018-05-01 20:10:00;34.72;0.12;87.0;266.0;0.0;False;False;Lack of wind : Wind speed to low;52.28
2018-05-01 20:20:00;349.15;0.12;180.0;26.0;0.0;False;False;Turbine operational;-169.15
2018-05-01 20:30:00;353.7;1.25;180.0;26.0;0.0;False;False;Turbine starting;-173.7
2018-05-01 20:40:00;352.87;1.27;188.0;256.0;0.0;False;False;Turbine in operation;-164.87
2018-05-01 20:50:00;35.82;1.3;170.0;250.0;0.0;False;False;Turbine in operation during maintenance;134.18
2018-05-01 21:00:00;35.7;1.33;197.0;256.0;0.0;False;True;Maintenance;161.3
2018-05-01 21:10:00;359.76;1.28;199.0;255.0;0.0;False;False;Remote control PC : switched off;-160.76
2018-05-01 21:20:00;344.1;7.31;257.0;256.0;0.0;False;False;Remote control PC : switched on;-87.1
2018-05-01 21:30:00;337.4;7.16;288.0;25.0;0.0;False;False;Maintenance;-49.4
2018-05-01 21:40:00;336.98;0.71;319.0;248.0;0.0;False;False;Turbine in operation during maintenance;-17.98
2018-05-01 21:50:00;337.59;0.71;313.0;239.0;0.0;False;False;Turbine in operation;-24.59
2018-05-01 22:00:00;10.49;7.67;278.0;245.0;0.0;True;False;Turbine in operation during maintenance;267.51
2018-05-01 22:10:00;979.96;1.28;271.0;245.0;0.0;False;False;Turbine in operation;-708.96
2018-05-01 22:20:00;969.8;7.31;265.0;235.0;0.0;False;False;Turbine in operation during maintenance;-704.8
2018-05-01 22:30:00;986.71;7.16;253.0;243.0;9.0;False;False;Turbine in operation;-733.71
2018-05-01 22:40:00;125.41;0.71;253.0;245.0;0.0;False;False;Turbine in operation;127.59
2018-05-01 22:50:00;153.19;0.71;221.0;24.0;0.0;False;False;Insulation monitoring : Insulation fault Phase U2;67.81
2018-05-01 23:00:00;164.8;7.67;194.0;25.0;0.0;False;False;Maintenance;29.2
2018-05-01 23:10:00;175.92;1.28;200.0;250.0;0.0;False;False;Maintenance;24.08
2018-05-01 23:20:00;207.0;7.31;195.0;248.0;0.0;False;False;Maintenance;-12.0
2018-05-01 23:30:00;2.35;7.16;191.0;245.0;0.0;False;False;Remote control PC : switched off;188.65
2018-05-01 23:40:00;259.89;0.71;190.0;245.0;0.0;False;False;Remote control PC : switched on;-69.89
